Type,Account Reference,Date,Reference,Extra Reference,Nominal A/C Ref,Department Code,Details,  Net Amount   ,Tax Code,    Tax Amount     
SC,3612,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 194 pax £3pp,582,T1,116.4
SC,3618,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 108 pax £3pp,324,T1,64.8
SC,3618,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 78 pax £3pp,234,T1,46.8
SC,3836,10/03/2023,March'23 ADDS,,1151,,Azamara 2022 Bonus 01Sep-31Oct22,64.34,T1,12.87
SC,3836,10/03/2023,March'23 ADDS,,1151,,Celebrity 01Nov-05Dec22,50,T1,10
SC,3836,10/03/2023,March'23 ADDS,,1151,,Easyjet 13th-15th Dec22 Incentive,10,T1,2
SC,3836,10/03/2023,March'23 ADDS,,1151,,Fred Olsen September 22 Incentive,30,T1,6
SC,3836,10/03/2023,March'23 ADDS,,1151,,Fred Olsen September 22 Incentive,30,T1,6
SC,3836,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 192 pax £3pp,576,T1,115.2
SC,3846,10/03/2023,March'23 ADDS,,1151,,Celebrity 01Nov-05Dec22,25,T1,5
SC,3846,10/03/2023,March'23 ADDS,,1151,,Fred Olsen September 22 Incentive,30,T1,6
SC,3846,10/03/2023,March'23 ADDS,,1151,,Fred Olsen September 22 Incentive,30,T1,6
SC,3846,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 35 pax £3pp,105,T1,21
SC,3870,10/03/2023,March'23 ADDS,,1151,,Celebrity 01Nov-05Dec22,25,T1,5
SC,3870,10/03/2023,March'23 ADDS,,1151,,Celebrity 08Jun22-30Jun22 Tactical,144.15,T1,28.83
SC,3870,10/03/2023,March'23 ADDS,,1151,,Celebrity 1stMarch-30thApril22,100,T1,20
SC,3870,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 172 pax £3pp,516,T1,103.2
SC,3870,10/03/2023,March'23 ADDS,,1151,,RCL 01Nov-30Nov2022 Incentive,60.72,T1,12.14
SC,3870,10/03/2023,March'23 ADDS,,1151,,RCL2022 Period1. 1Jan-28Feb22 Incentive,55.2,T1,11.04
SC,3872,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 19 pax £3pp,57,T1,11.4
SI,3873,10/03/2023,March'23 ADDS,,4334,,March'23 - Net Effect,20,T1,4
SC,3873,10/03/2023,March'23 ADDS,,1151,,Azamara 2022 Bonus 01Sep-31Oct22,54.1,T1,10.82
SC,3873,10/03/2023,March'23 ADDS,,1151,,Celebrity 01July22-31July22,504.45,T1,100.89
SC,3873,10/03/2023,March'23 ADDS,,1151,,Celebrity 01Nov-05Dec22,100,T1,20
SC,3873,10/03/2023,March'23 ADDS,,1151,,Celebrity 08Jun22-30Jun22 Tactical,245.6,T1,49.12
SC,3873,10/03/2023,March'23 ADDS,,1151,,Celebrity 1stMarch-30thApril22,500,T1,100
SC,3873,10/03/2023,March'23 ADDS,,1151,,Celebrity 25May22-07Jun22 Tactical,26.03,T1,5.21
SC,3873,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 26 pax £3pp,78,T1,15.6
SC,3873,10/03/2023,March'23 ADDS,,1151,,RCL2022 Period1. 1Jan-28Feb22 Incentive,130.08,T1,26.02
SC,3882,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 66 pax £3pp,198,T1,39.6
SC,3883,10/03/2023,March'23 ADDS,,1151,,Celebrity 08Jun22-30Jun22 Tactical,95.6,T1,19.12
SC,3883,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 115 pax £3pp,345,T1,69
SC,3887,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 73 pax £3pp,219,T1,43.8
SC,3887,10/03/2023,March'23 ADDS,,1151,,RCL2022 Period1. 1Jan-28Feb22,41.88,T1,128.4
SC,3888,10/03/2023,March'23 ADDS,,1151,,Celebrity 01Nov-05Dec22,25,T1,38.4
SC,3888,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 126 pax £3pp,378,T1,75.6
SC,3888,10/03/2023,March'23 ADDS,,1151,,Ocean Florida,10,T1,50.4
SC,3888,10/03/2023,March'23 ADDS,,1151,,RCL2022TacticalIncentive1-3May2,50,T1,2.4
SC,3889,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 69 pax £3pp,207,T1,41.4
SC,3891,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 49 pax £3pp,147,T1,29.4
SC,3892,10/03/2023,March'23 ADDS,,1151,,Easyjet 13th-15th Dec22 Incentive,10,T1,2
SC,3892,10/03/2023,March'23 ADDS,,1151,,Easyjet 13th-15th Dec22 Incentive,10,T1,2
SC,3892,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 74 pax £3pp,222,T1,44.4
SC,3892,10/03/2023,March'23 ADDS,,1151,,Ocean Florida,10,T1,56.4
SC,3894,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 81 pax £3pp,243,T1,48.6
SC,3895,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 75 pax £3pp,225,T1,45
SC,3896,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 117 pax £3pp,351,T1,70.2
SC,3896,10/03/2023,March'23 ADDS,,1151,,Ocean Florida,10,T1,68.4
SC,3896,10/03/2023,March'23 ADDS,,1151,,RCL2022 Commercial 1Mar-30Apr22,469.22,T1,8.4
SC,3896,10/03/2023,March'23 ADDS,,1151,,RCL2022 Period1. 1Jan-28Feb22,92.94,T1,122.4
SC,3897,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 32 pax £3pp,96,T1,19.2
SC,3898,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 119 pax £3pp,357,T1,71.4
SC,3898,10/03/2023,March'23 ADDS,,1151,,Ocean Florida,10,T1,74.4
SC,3898,10/03/2023,March'23 ADDS,,1151,,RCL2022 Period1. 1Jan-28Feb22,86.43,T1,104.4
SC,3898,10/03/2023,March'23 ADDS,,1151,,RCL2022 Period1. 1Jan-28Feb22,46.38,T1,110.4
SC,3909,10/03/2023,March'23 ADDS,,1151,,Celebrity 01Nov-05Dec22,25,T1,5
SC,3994,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 15 pax £3pp,45,T1,9
SC,4011,10/03/2023,March'23 ADDS,,1151,,Celebrity 01Nov-05Dec22,25,T1,5
SC,4011,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 64 pax £3pp,192,T1,38.4
SC,4024,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 33 pax £3pp,99,T1,19.8
SC,4030,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 25 pax £3pp,75,T1,15
SC,4032,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 18 pax £3pp,54,T1,10.8
SC,4032,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 55 pax £3pp,165,T1,33
SC,4032,10/03/2023,March'23 ADDS,,1151,,Ocean Florida,10,T1,62.4
SC,4032,10/03/2023,March'23 ADDS,,1151,,RCL2022 Period1. 1Jan-28Feb22,50.4,T1,134.4
SC,4032,10/03/2023,March'23 ADDS,,1151,,RCL2022 Period1. 1Jan-28Feb22,49.17,T1,140.4
SC,4033,10/03/2023,March'23 ADDS,,1151,,Easyjet 13th-15th Dec22 Incentive,10,T1,2
SC,4033,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 81 pax £3pp,243,T1,48.6
SC,4033,10/03/2023,March'23 ADDS,,1151,,Ocean Florida,10,T1,44.4
SC,4033,10/03/2023,March'23 ADDS,,1151,,RCL2022 Period1. 1Jan-28Feb22,80.4,T1,86.4
SC,4033,10/03/2023,March'23 ADDS,,1151,,RCL2022 Period1. 1Jan-28Feb22,80.4,T1,92.4
SI,4072,10/03/2023,March'23 ADDS,,4334,,Discover Plan Monthly Fee (Explora Tours): -February'23,25,T1,5
SC,4072,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 4 pax £3pp,12,T1,2.4
SC,4107,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 108 pax £3pp,324,T1,64.8
SC,4145,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 117 pax £3pp,351,T1,70.2
SC,4181,10/03/2023,March'23 ADDS,,1151,,Easyjet 13th-15th Dec22 Incentive,10,T1,2
SC,4181,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 19 pax £3pp,57,T1,11.4
SC,4186,10/03/2023,March'23 ADDS,,1151,,Celebrity 08Jun22-30Jun22 Tactical,338.7,T1,67.74
SC,4186,10/03/2023,March'23 ADDS,,1151,,Celebrity 25May22-07Jun22 Tactical,114.1,T1,22.82
SC,4186,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 37 pax £3pp,111,T1,22.2
SC,4420,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 4 pax £3pp,12,T1,2.4
SI,4444,10/03/2023,March'23 ADDS,,5370,,Retail Digital Display (Monthly Payment - March'23),16,T1,3.2
SI,4444,10/03/2023,March'23 ADDS,,4410,,Telecoms February'23,1260.16,T1,252.03
SC,4444,10/03/2023,March'23 ADDS,,1151,,Celebrity 01July22-31July22,112.6,T1,22.52
SC,4444,10/03/2023,March'23 ADDS,,1151,,Celebrity 2021 Annual HVTP ,218.64,T1,43.73
SC,4444,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 11 pax £3pp,33,T1,6.6
SC,4444,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 17 pax £3pp,51,T1,10.2
SC,4444,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 5 pax £3pp,15,T1,3
SC,4457,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 2 pax £3pp,6,T1,1.2
SI,4486,10/03/2023,March'23 ADDS,,4300,,Annual 2023 Membership Fee - March 2023,88.8,T1,17.76
SC,4486,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 14 pax £3pp,42,T1,8.4
SI,4489,10/03/2023,March'23 ADDS,,4300,,Annual 2023 Membership Fee - March 2023,88.8,T1,17.76
SC,4489,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 4 pax £3pp,12,T1,2.4
SC,4491,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 72 pax £3pp,216,T1,43.2
SC,4504,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 39 pax £3pp,117,T1,23.4
SC,4546,10/03/2023,March'23 ADDS,,1151,,Celebrity 01July22-31July22,186.25,T1,37.25
SC,4546,10/03/2023,March'23 ADDS,,1151,,Fred Olsen September 22 Incentive,30,T1,6
SC,4546,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 6 pax £3pp,18,T1,3.6
SC,4578,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 1256 pax £3pp,3768,T1,753.6
SC,4585,10/03/2023,March'23 ADDS,,1151,,Fred Olsen July&Aug22 Incentive,50,T1,10
SC,4702,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 100 pax £3pp,300,T1,60
SC,4858,10/03/2023,March'23 ADDS,,1151,,Celebrity 01Nov-05Dec22,75,T1,15
SC,4858,10/03/2023,March'23 ADDS,,1151,,Celebrity 25May22-07Jun22 Tactical,54.05,T1,10.81
SC,4858,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 256 pax £3pp,768,T1,153.6
SC,4892,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 42 pax £3pp,126,T1,25.2
SI,4983,10/03/2023,March'23 ADDS,,4334,,March'23 - Net Effect,20,T1,4
SC,4983,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 5 pax £3pp,15,T1,3
SC,5020,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 223 pax £3pp,669,T1,133.8
SC,5020,10/03/2023,March'23 ADDS,,1151,,RCL2022 Period1. 1Jan-28Feb22 Incentive,45.12,T1,9.02
SC,5052,10/03/2023,March'23 ADDS,,1151,,Celebrity 01Nov-05Dec22,25,T1,32.4
SC,5060,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 87 pax £3pp,261,T1,52.2
SC,5060,10/03/2023,March'23 ADDS,,1151,,RCL2022 Period1. 1Jan-28Feb22,85.98,T1,116.4
SC,5062,10/03/2023,March'23 ADDS,,1151,,Celebrity 01July22-31July22,477.9,T1,95.58
SC,5062,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 121 pax £3pp,363,T1,72.6
SC,5062,10/03/2023,March'23 ADDS,,1151,,Ocean Florida,10,T1,80.4
SC,5063,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 95 pax £3pp,285,T1,57
SC,5063,10/03/2023,March'23 ADDS,,1151,,RCL2022 Period1. 1Jan-28Feb22,20.52,T1,98.4
SC,5070,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 10 pax £3pp,30,T1,6
SC,5119,10/03/2023,March'23 ADDS,,1151,,Celebrity 01July22-31July22,46.3,T1,9.26
SC,5119,10/03/2023,March'23 ADDS,,1151,,Easyjet 13th-15th Dec22 Incentive,10,T1,2
SC,5119,10/03/2023,March'23 ADDS,,1151,,Easyjet TTNG Disruption Commission,99.3,T1,19.86
SC,5119,10/03/2023,March'23 ADDS,,1151,,Easyjet TTNG Disruption Commission,81.21,T1,16.24
SC,5119,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 306 pax £3pp,918,T1,183.6
SC,5119,10/03/2023,March'23 ADDS,,1151,,RCL 01Nov-30Nov2022 Incentive,178.56,T1,35.71
SC,5119,10/03/2023,March'23 ADDS,,1151,,RCL2022 Period1. 1Jan-28Feb22 Incentive,50.62,T1,10.12
SC,5357,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 67 pax £3pp,201,T1,40.2
SC,5711,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 92 pax £3pp,276,T1,55.2
SC,5794,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 230 pax £3pp,690,T1,138
SC,5873,10/03/2023,March'23 ADDS,,1151,,Easyjet 13th-15th Dec22 Incentive,10,T1,2
SC,5873,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 31 pax £3pp,93,T1,18.6
SC,5899,10/03/2023,March'23 ADDS,,1151,,Celebrity 01July22-31July22,223.35,T1,44.67
SC,5899,10/03/2023,March'23 ADDS,,1151,,Easyjet 13th-15th Dec22 Incentive,10,T1,2
SC,5899,10/03/2023,March'23 ADDS,,1151,,Easyjet 13th-15th Dec22 Incentive,10,T1,2
SC,5899,10/03/2023,March'23 ADDS,,1151,,Easyjet 13th-15th Dec22 Incentive,10,T1,2
SC,5899,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 696 pax £3pp,2088,T1,417.6
SC,6389,10/03/2023,March'23 ADDS,,1151,,Celebrity 01July22-31July22,141.65,T1,28.33
SC,6389,10/03/2023,March'23 ADDS,,1151,,Fred Olsen September 22 Incentive,30,T1,6
SC,6389,10/03/2023,March'23 ADDS,,1151,,Fred Olsen September 22 Incentive,30,T1,6
SC,6389,10/03/2023,March'23 ADDS,,1151,,Fred Olsen September 22 Incentive,30,T1,6
SC,6389,10/03/2023,March'23 ADDS,,1151,,Fred Olsen September 22 Incentive,30,T1,6
SC,6389,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 5 pax £3pp,15,T1,3
SC,6406,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 5 pax £3pp,15,T1,3
SC,6408,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 5 pax £3pp,15,T1,3
SC,7825,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 5 pax £3pp,15,T1,3
SC,8398,10/03/2023,March'23 ADDS,,1151,,DLP 01.07.21-30.09.21 2% Adjusted Payments WCUK,225.27,T1,14.4
SC,8398,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 4 pax £3pp,12,T1,2.4
SC,8398,10/03/2023,March'23 ADDS,,1151,,RCL 01Nov-30Nov2022,280.05,T1,20.4
SC,8541,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 12 pax £3pp,36,T1,7.2
SC,8541,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 13 pax £3pp,39,T1,7.8
SC,8541,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 15 pax £3pp,45,T1,9
SC,8557,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 140 pax £3pp,420,T1,84
SC,9012,10/03/2023,March'23 ADDS,,1151,,Fred Olsen September 22 Incentive,30,T1,6
SC,9012,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 149 pax £3pp,447,T1,89.4
SC,9014,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 12 pax £3pp,36,T1,7.2
SC,9076,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 92 pax £3pp,276,T1,55.2
SC,9502,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 2 pax £3pp,6,T1,1.2
SC,9753,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 2 pax £3pp,6,T1,1.2
SC,8991533,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 48 pax £3pp,144,T1,28.8
SC,U7755,10/03/2023,March'23 ADDS,,1151,,Jet2 Q3 Oct-Dec 2022 CC Refund 31 pax £3pp,93,T1,18.6
